tick,robot_id,neighbor_count,stopped,swarm_size
180,fb19,1,1,30
180,fb20,1,1,30
180,fb21,1,1,30
180,fb22,1,1,30
180,fb23,1,1,30
180,fb24,2,1,30
180,fb25,1,1,30
180,fb26,2,1,30
180,fb27,1,1,30
180,fb28,0,0,30
180,fb29,0,0,30
185,fb0,1,1,30
185,fb1,2,1,30
185,fb2,2,1,30
185,fb3,1,1,30
185,fb4,1,1,30
185,fb5,1,1,30
185,fb6,1,1,30
185,fb7,1,1,30
185,fb8,1,1,30
185,fb9,2,1,30
185,fb10,0,0,30
185,fb11,1,1,30
185,fb12,0,0,30
185,fb13,1,1,30
185,fb14,2,1,30
185,fb15,1,1,30
185,fb16,1,1,30
185,fb17,3,1,30
185,fb18,1,1,30
185,fb19,1,1,30
185,fb20,1,1,30
185,fb21,1,1,30
185,fb22,1,1,30
185,fb23,1,1,30
185,fb24,2,1,30
185,fb25,1,1,30
185,fb26,2,1,30
185,fb27,1,1,30
185,fb28,0,0,30
185,fb29,0,0,30
190,fb0,1,1,30
190,fb1,2,1,30
190,fb2,2,1,30
190,fb3,1,1,30
190,fb4,1,1,30
190,fb5,1,1,30
190,fb6,1,1,30
190,fb7,1,1,30
190,fb8,1,1,30
190,fb9,2,1,30
190,fb10,0,0,30
190,fb11,1,1,30
190,fb12,0,0,30
190,fb13,1,1,30
190,fb14,2,1,30
190,fb15,1,1,30
190,fb16,1,1,30
190,fb17,3,1,30
190,fb18,1,1,30
190,fb19,1,1,30
190,fb20,1,1,30
190,fb21,1,1,30
190,fb22,1,1,30
190,fb23,1,1,30
190,fb24,2,1,30
190,fb25,1,1,30
190,fb26,2,1,30
190,fb27,1,1,30
190,fb28,0,0,30
190,fb29,0,0,30
195,fb0,1,1,30
195,fb1,2,1,30
195,fb2,2,1,30
195,fb3,1,1,30
195,fb4,1,1,30
195,fb5,1,1,30
195,fb6,1,1,30
195,fb7,1,1,30
195,fb8,1,1,30
195,fb9,2,1,30
195,fb10,0,0,30
195,fb11,1,1,30
